mol,rseq,mseq,S,rmsd_refine,E_conf,E_place,E_score1,E_refine,E_score2,$File,E_orig,Rec_index,PLIF_raw,FP:PLIF,PLIF_ligidx
Clc1c(c(Cl)c(OC)cc1OC)-c1cc2c(nc(Nc3c(NC(=O)C=C)cccc3C)nc2)cc1,1,38,-6.5408182,3.6716912,-69.680603,-52.795498,-8.9763813,-35.793892,-6.5408182,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,3.2864156,1,[[23 23 23 23 23 23 25 57 56 29 27 26] [854 858 856 852 849 850 757 757 757 757 757 757] [67 67 67 67 67 67 62 62 62 62 62 62] [10 10 10 10 10 10 10 10 10 10 10 10] [0.7 0.7 0.7 0.7 0.7 0.7 0.8 0.8 0.8 0.8 0.8 0.8]],65 19,[[25 57 56 29 27 26] [23 23 23 23 23 23]]
O=C(OC[C@@]1[C@@](OC(=O)C)[C@](OC(=O)C)[C@@](OC(=O)C)[C@](OCC[N+](C)(C)C2CC2)O1)C,1,115,-6.5393486,1.5691953,57.175957,-71.063309,-7.6640048,-36.51479,-6.5393486,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,2.4111171,1,[[] [] [] [] []],,[]
Clc1cnc(C2CCN(c3nc(NC4(CO)CCC4)c4[S@](=O)CCc4n3)CC2)nc1,1,103,-6.5391836,2.5416491,-96.738861,-66.697769,-9.8497753,-34.619225,-6.5391836,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,3.2745242,1,[41 3173 20202 5 0.5],4,41
Clc1c(CN2C(=O)C(NC(=O)N[C@@](CC(=O)O)c3ccc(C)cc3)=C(O)C(C)=C2)cccc1,1,45,-6.5359745,2.4445157,-154.38231,-75.051559,-10.571858,-33.329609,-6.5359745,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0.4886125,1,[51 954 73 1 0.6],15,51
O=C(OCC)c1c(Cn2ncnc2)nc2c(c1-c1cc(OC)c(OC)cc1)cc(OC)c(OC)c2,1,34,-6.5334849,0.82883,26.969286,-82.644615,-8.6310635,-36.257019,-6.5334849,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,3.2272148,1,[19 566 51 2 2.3],40 50,[19 19]
FC(F)(F)c1c(CCc2c(CC(=O)N)cccc2)nc(Nc2c(OC)cc(C3CCN(C)CC3)cc2)nc1,1,128,-6.5330448,2.6262362,-135.30266,-49.071095,-9.1228456,-27.273262,-6.5330448,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0,1,[[] [] [] [] []],,[]
Clc1nc(NCc2cc(Cl)ccc2)c2ncn([C@]3[C@](O)[C@](O)CS3)c2n1,1,43,-6.530478,2.494328,54.266106,-63.789467,-9.5004034,-35.139252,-6.530478,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,2.7095528,1,[[1 26 35 33 31 29 27 19 41 40 38 37 20] [932 607 607 607 607 607 607 1246 1246 1246 1246 1246 1246] [72 54 54 54 54 54 54 93 93 93 93 93 93] [3 10 10 10 10 10 10 10 10 10 10 10 10] [2.1 0.9 0.9 0.9 0.9 0.9 0.9 0.5 0.5 0.5 0.5 0.5 0.5]],3 7 25 27,[[26 35 33 31 29 27] 1 1 [19 41 40 38 37 20]]
O([C@]1[C@](O)[C@@](O[C@@]2[C@](O)[C@@](NC)[C@](O)(C)CO2)[C@](N)C[C@@]1N)[C@@]1[C@](N)CC[C@@]([C@](N)C)O1,1,33,-6.5303783,1.3736633,163.41998,-68.30056,-9.9773073,-35.967064,-6.5303783,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,1.5165261,1,[[5 72 5 32 32 32 32 32 32] [3173 3173 566 849 852 856 858 854 850] [20202 20202 51 67 67 67 67 67 67] [5 5 2 10 10 10 10 10 10] [1.5 2.2 0.9 0.6 0.6 0.6 0.6 0.6 0.6]],40 19 4 11,[5 [32 32 32 32 32 32] [5 72] [5 72]]
O=C1N(c2ccccc2)C([C@@](Nc2c(C#N)c(N)ncn2)C)=Nn2c1c(C#N)cc2,1,20,-6.5296059,1.1773863,-134.93887,-64.875938,-9.2787876,-30.584335,-6.5296059,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,3.6670377,1,[[21 22 23 31 32 34] [1246 1246 1246 1246 1246 1246] [93 93 93 93 93 93] [10 10 10 10 10 10] [1.3 1.3 1.3 1.3 1.3 1.3]],27 28,[[21 22 23 31 32 34] [21 22 23 31 32 34]]
O=C(O)Cc1c(O)c(c(O)cc1CCCCC)[C@]1[C@](C(=C)C)CCC(C)=C1,1,23,-6.5293756,1.5514654,-45.606091,-59.146755,-8.6464548,-28.738525,-6.5293756,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,2.4709132,1,[[] [] [] [] []],,[]
O(CC)c1c(O)c(OCC)cc(C(C)(c2cc(OCC)c(O)c(OCC)c2)c2cc(OCC)c(O)c(OCC)c2)c1,1,66,-6.5285177,2.1338766,33.985886,-47.099419,-8.2721729,-34.64777,-6.5285177,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0.65077186,1,[[] [] [] [] []],,[]
O=C(NC(CC)(CC)c1ccc(CC)cc1)c1c(C)nn2C(C)(C)C[C@](c3ccccc3)Nc12,1,105,-6.5253029,1.3711007,-0.35804409,-66.459106,-8.8574419,-33.644127,-6.5253029,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,2.7281666,1,[[] [] [] [] []],,[]
FC(F)(F)[C@]1(O)c2c(c(-c3cn(C(C(=O)N)(C)C)nc3)cc(OCCC(O)(C)C)c2)-c2c1cccc2,1,95,-6.5246344,1.8874323,91.657944,-60.333862,-9.4910765,-33.603161,-6.5246344,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,1.3877568,1,[41 563 51 2 0.9],40,41
O=S1(=O)NC(=O)c2c(nc(-n3nc(OCCC4C5(C64CC6)CC5)cc3)cc2)N2C(C)(C)C[C@@](C2)CCCNc2nc1ccc2,1,120,-6.5219641,2.6458104,270.30786,-64.052238,-8.6119127,-35.721596,-6.5219641,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,3.8817608,1,[[26 34 33 31 29 27] [612 612 612 612 612 612] [54 54 54 54 54 54] [10 10 10 10 10 10] [0.5 0.5 0.5 0.5 0.5 0.5]],3,[[26 34 33 31 29 27]]
Fc1c(OCC(=O)[C@@](NC(=O)[C@@](NC(=O)C(=O)Nc2c(F)cccc2F)C)CC(=O)O)c(F)c(F)cc1F,1,77,-6.5210595,1.887707,59.564606,-71.185989,-9.954874,-36.5704,-6.5210595,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,1.3803786,1,[[7 13 28 45 54 52 50 48 46] [756 940 932 1246 1246 1246 1246 1246 1246] [62 72 72 93 93 93 93 93 93] [1 1 3 10 10 10 10 10 10] [1.7 3 0.7 0.6 0.6 0.6 0.6 0.6 0.6]],8 33 20 30 7 27,[7 7 13 13 28 [45 54 52 50 48 46]]
O=C(O)Cc1c(O)c(c(O)cc1CCCCC)[C@]1[C@](C(=C)C)CCC(C)=C1,1,23,-6.5200634,2.7867975,-45.822689,-50.670803,-8.555829,-28.770546,-6.5200634,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,2.5735011,1,[[] [] [] [] []],,[]
O=C(OCC)c1c(Cn2ncnc2)nc2c(c1-c1cc(OC)c(OC)cc1)cc(OC)c(OC)c2,1,34,-6.5190687,1.9663687,22.488157,-36.558647,-9.0465326,-35.396515,-6.5190687,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,3.8806469,1,[[29 29 29 29 29] [1303 1306 1308 1304 1302] [96 96 96 96 96] [10 10 10 10 10] [0.5 0.5 0.5 0.5 0.5]],18,[[29 29 29 29 29]]
O([C@]1[C@](O)[C@@](O[C@@]2[C@](O)[C@@](NC)[C@](O)(C)CO2)[C@](N)C[C@@]1N)[C@@]1[C@](N)CC[C@@]([C@](N)C)O1,1,33,-6.5162106,0.84563541,162.66287,-73.931244,-10.002983,-35.265049,-6.5162106,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,1.5165261,1,[[5 72 5 32 32 32 32 32 32] [3173 3173 566 849 852 856 858 854 850] [20202 20202 51 67 67 67 67 67 67] [5 5 2 10 10 10 10 10 10] [1.4 1.7 3.6 0.6 0.6 0.6 0.6 0.6 0.6]],40 50 19 4 11,[5 5 [32 32 32 32 32 32] [5 72] 72]
Clc1c(COc2c3nc(C)cc(-c4n(C)ncn4)c3ccc2)c([C@@](NC(=O)COC(F)F)C)cc(F)c1,1,114,-6.515254,2.391649,-21.010412,-36.339195,-8.4589672,-30.906116,-6.515254,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,1.8246125,1,[[40 60 59 54 52 41] [1246 1246 1246 1246 1246 1246] [93 93 93 93 93 93] [10 10 10 10 10 10] [0.5 0.5 0.5 0.5 0.5 0.5]],27,[[40 60 59 54 52 41]]
O=S1(=O)NC(=O)c2c(nc(-n3nc(OCCC4C5(C64CC6)CC5)cc3)cc2)N2C(C)(C)C[C@@](C2)CCCNc2nc1ccc2,1,120,-6.5139627,1.1718634,270.8963,-90.230659,-10.189385,-30.709854,-6.5139627,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,2.8096623,1,[[26 34 33 31 29 27] [1246 1246 1246 1246 1246 1246] [93 93 93 93 93 93] [10 10 10 10 10 10] [0.7 0.7 0.7 0.7 0.7 0.7]],27,[[26 34 33 31 29 27]]
O=C(O)C(O)CCCCCC/C=C\CCCCCCCC,1,100,-6.5076704,1.6651068,34.692444,-58.378139,-9.0183887,-31.102312,-6.5076704,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0.58390617,1,[54 3174 20203 5 3.6],24 26,[54 54]
Clc1c(F)c([C@@]2[C@@]3(N(CC4CC4)[C@@]4[C@]2n2nc5c(C)c(C(=O)O)ccc5c2C4)C(=O)Nc2c3ccc(Cl)c2)ccc1,1,146,-6.506846,1.561355,239.87227,-48.452133,-9.9718971,-27.432587,-6.506846,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,3.7962723,1,[[22 42 45] [3174 3173 3173] [20203 20202 20202] [5 5 5] [0.5 3.6 0.5]],4 11 24,[[42 45] 42 22]
P(=O)(O)(O)C(P(=O)(O)O)(O)CCCNC(=O)OCCOc1cc2nccc(-c3c(-c4ncccc4)nn4c3CCC4)c2cc1,1,125,-6.5063415,2.3383391,-56.800266,-44.886143,-8.3146763,-35.672169,-6.5063415,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0,1,[[25 68 70 72 73 42 43 68 70 72 73 42 43 56 57 58 44 45] [940 622 622 622 622 622 622 630 630 630 630 630 630 757 757 757 757 757] [72 55 55 55 55 55 55 55 55 55 55 55 55 62 62 62 62 62] [1 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10] [1.8 0.5 0.5 0.5 0.5 0.5 0.5 0.7 0.7 0.7 0.7 0.7 0.7 1 1 1 1 1]],14 65 72 20 30,[[68 70 72 73 42 43 68 70 72 73 42 43] [56 57 58 44 45] [56 57 58 44 45] 25 25]
FC(F)(F)[C@]1(O)c2c(c(-c3cn(C(C(=O)N)(C)C)nc3)cc(OCCC(O)(C)C)c2)-c2c1cccc2,1,95,-6.5031352,2.3885603,88.871376,-47.409782,-9.7798119,-35.033482,-6.5031352,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0.00010083363,1,[38 700 59 1 0.5],16,38
S(=O)(=O)(NC(=O)Nc1c2c(cc3c1CCC3)CCC2)/C=C/[C@]1(C)N(C)CCC1,1,96,-6.5019989,2.1645229,-189.16135,-61.680634,-9.0450974,-27.828928,-6.5019989,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,1.4687244,1,[[] [] [] [] []],,[]
Clc1c(-c2c(COC3C[C@@]4N(c5cc(F)c(C6=NOC(=O)N6)cc5)[C@](C3)CC4)c(C3CC3)on2)c(Cl)ccc1,1,50,-6.4999361,1.5715656,98.858185,-114.46351,-10.366185,-27.576603,-6.4999361,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,3.8034227,1,[3 940 72 1 2.8],20 30,[3 3]
Clc1cnc(C2CCN(c3nc(NC4(CO)CCC4)c4[S@](=O)CCc4n3)CC2)nc1,1,103,-6.4967647,1.2144878,-98.923805,-98.725876,-10.749609,-26.955784,-6.4967647,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,1.3213066,1,[[27 27 27 27 27 27] [856 858 854 850 849 852] [67 67 67 67 67 67] [10 10 10 10 10 10] [0.6 0.6 0.6 0.6 0.6 0.6]],19,[[27 27 27 27 27 27]]
O(C[C@@]1[C@@](O)[C@](O)[C@@](O)[C@](Oc2c3c(OC(C)(C)[C@]4[C@]3C=C(C)CC4)cc(CCCCC)c2)O1)[C@]1[C@](O)[C@@](O)[C@](O)[C@@](CO)O1,1,139,-6.4961247,2.3550661,145.4039,-64.65966,-9.6843853,-33.30619,-6.4961247,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0,1,[[22 55 59 57 57 57 57 57] [3174 3173 3173 1306 1308 1304 1302 1303] [20203 20202 20202 96 96 96 96 96] [5 5 5 10 10 10 10 10] [0.8 3.5 2.2 0.7 0.7 0.7 0.7 0.7]],18 4 11 24,[[57 57 57 57 57] [55 59] [55 59] 22]
S(=O)(=O)(NC(=O)OCCCC)c1c(-c2ccc(Cn3cncc3)cc2)cc(CC(C)C)s1,1,56,-6.4918013,1.3000554,-110.27706,-85.54425,-9.1657238,-31.790159,-6.4918013,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,1.2626953,1,[[47 16] [3174 682] [20203 58] [5 4] [0.6 0.5]],5 24,[16 47]
Clc1c(COc2c3nc(C)cc(-c4n(C)ncn4)c3ccc2)c([C@@](NC(=O)COC(F)F)C)cc(F)c1,1,114,-6.4894772,1.3609101,-23.205359,-58.10997,-8.7302084,-31.671062,-6.4894772,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0.19970703,1,[[40 60 59 54 52 41] [1246 1246 1246 1246 1246 1246] [93 93 93 93 93 93] [10 10 10 10 10 10] [0.5 0.5 0.5 0.5 0.5 0.5]],27,[[40 60 59 54 52 41]]
S(=O)(=O)(NC(=O)Nc1c2c(cc3c1CCC3)CCC2)/C=C/[C@]1(C)N(C)CCC1,1,96,-6.4889674,1.1483997,-197.28555,-68.851532,-9.4049911,-26.060194,-6.4889674,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,1.656041,1,[[] [] [] [] []],,[]
O(CC)c1c(O)c(OCC)cc(C(C)(c2cc(OCC)c(O)c(OCC)c2)c2cc(OCC)c(O)c(OCC)c2)c1,1,66,-6.4851351,2.6544833,41.491512,-67.203773,-8.8904524,-32.823128,-6.4851351,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,1.3015437,1,[[] [] [] [] []],,[]
O(C[C@@]1[C@@](O)[C@](O)[C@@](O)[C@](Oc2c3c(OC(C)(C)[C@]4[C@]3C=C(C)CC4)cc(CCCCC)c2)O1)[C@]1[C@](O)[C@@](O)[C@](O)[C@@](CO)O1,1,139,-6.4798541,1.3174347,143.72943,-37.2421,-9.5289135,-32.39584,-6.4798541,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0,1,[[22 55 59] [3174 3173 3173] [20203 20202 20202] [5 5 5] [0.8 3.2 2.5]],4 11 24,[[55 59] [55 59] 22]
O=C(C=C)N1C[C@@](n2c(NC)c(C(=O)N)c(C#Cc3cc(OC)cc(OC)c3)n2)CC1,1,97,-6.4789004,1.8701943,-4.1426597,-69.338593,-8.9140692,-34.047802,-6.4789004,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,1.622254,1,[[] [] [] [] []],,[]
P(=O)(O)(O)C(P(=O)(O)O)(O)CCCNC(=O)OCCOc1cc2nccc(-c3c(-c4ncccc4)nn4c3CCC4)c2cc1,1,125,-6.4781871,2.8945005,-59.720222,-41.037624,-8.2308531,-37.350704,-6.4781871,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0,1,[[27 43 68 70 72 73 42 37 74 73 42 40 38] [3173 757 757 757 757 757 757 1252 1252 1252 1252 1252 1252] [20202 62 62 62 62 62 62 93 93 93 93 93 93] [5 10 10 10 10 10 10 10 10 10 10 10 10] [6.2 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5]],65 27 4 11,[[43 68 70 72 73 42] [37 74 73 42 40 38] 27 27]
Fc1c2nccc(-c3n4c(nc3)C=C(c3ccc(N5CCN(C)CC5)cc3)C=C4)c2ccc1,1,52,-6.4774055,1.4394298,127.3531,-85.395332,-9.8278589,-27.773363,-6.4774055,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,2.2048385,1,[[] [] [] [] []],,[]
Clc1c(F)c(CN2[C@](C)C[C@@](C(=O)O)(Cc3c(F)ccc(Nc4n[nH]c(C)c4)n3)CC2)ccc1,1,44,-6.4750075,1.5138882,-57.618004,-92.40097,-9.4840183,-31.191963,-6.4750075,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,1.3320166,1,[[37 37 37 37 37 46 46 46 46 46 44 44 44 44 44 42 42 42 42 42 40 40 40 40 40 38 38 38 38 38] [1304 1308 1306 1303 1302 1304 1308 1306 1303 1302 1304 1308 1306 1303 1302 1304 1308 1306 1303 1302 1304 1308 1306 1303 1302 1304 1308 1306 1303 1302] [96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96] [10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10] [1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005]],,[]
Brc1oc(C2Oc3c(-n4c(-c5ccccc5)c5C(=O)N(C)C(=O)N(C)c5c24)cc(C(=O)O)cc3)cc1,1,41,-6.4725022,1.9201708,1.8982859,-66.261414,-9.5530472,-32.240364,-6.4725022,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,1.5877452,1,[[] [] [] [] []],,[]
Fc1c(OCC(=O)[C@@](NC(=O)[C@@](NC(=O)C(=O)Nc2c(F)cccc2F)C)CC(=O)O)c(F)c(F)cc1F,1,77,-6.4720006,1.5896574,61.592541,-75.069443,-9.2798061,-37.501602,-6.4720006,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,1.981922,1,[[7 13 28 12 32 32 32 32 32 32 45 54 52 50 48 46] [940 859 756 941 858 856 852 849 850 854 1246 1246 1246 1246 1246 1246] [72 67 62 72 67 67 67 67 67 67 93 93 93 93 93 93] [1 1 1 2 10 10 10 10 10 10 10 10 10 10 10 10] [3.1 0.8 0.9 0.8 0.5 0.5 0.5 0.5 0.5 0.5 0.6 0.6 0.6 0.6 0.6 0.6]],8 74 19 20 30 44 27,[28 13 [32 32 32 32 32 32] 7 7 12 [45 54 52 50 48 46]]
O(C)c1c(OC)cc2c3c1Oc1c(OC)cc4c(c1)[C@@](N(C)CC4)Cc1ccc(Oc4c(O)ccc(c4)C[C@]3N(C)CC2)cc1,1,91,-6.4647613,1.318226,109.25353,-81.361191,-9.3895693,-24.695953,-6.4647613,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,1.1242042,1,[[43 24 24 24 24 24 24 37 37 37 37 37 46 46 46 46 46 45 45 45 45 45 42 42 42 42 42 40 40 40 40 40 38 38 38 38 38] [3173 849 852 856 858 854 850 1304 1308 1306 1303 1302 1304 1308 1306 1303 1302 1304 1308 1306 1303 1302 1304 1308 1306 1303 1302 1304 1308 1306 1303 1302 1304 1308 1306 1303 1302] [20202 67 67 67 67 67 67 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96] [5 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10] [3.8 0.7 0.7 0.7 0.7 0.7 0.7 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005]],19 4 11,[[24 24 24 24 24 24] 43 43]
O=C(O)c1sc(/C=C(\C)/c2c(C)cc3C(C)(C)CCC(C)(C)c3c2)cc1,1,102,-6.4645829,1.0247777,-15.44636,-63.881168,-9.2466393,-28.872156,-6.4645829,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,2.8497014,1,[[] [] [] [] []],,[]
OC(C(O)CC[C@@](C)[C@@]1[C@]2(C)[C@](/C(=C/C=C/3\C(=C)CC[C@](O)C\3)/CCC2)CC1)(C)C,1,48,-6.4636474,1.859727,22.990105,-83.957359,-9.6137094,-32.13216,-6.4636474,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,2.7832699,1,[[54 65] [756 940] [62 72] [1 1] [0.6 0.5]],8 20,[54 65]
FC(F)(F)[C@]1(O)c2c(c(-c3cn(C(C(=O)N)(C)C)nc3)cc(OCCC(O)(C)C)c2)-c2c1cccc2,1,95,-6.455677,1.4282327,88.429466,-93.360588,-9.5740623,-35.443008,-6.455677,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,1.6606944,1,[[49 10 55 64 62 60 58 56] [932 927 757 757 757 757 757 757] [72 72 62 62 62 62 62 62] [3 4 10 10 10 10 10 10] [2 1 0.7 0.7 0.7 0.7 0.7 0.7]],65 7 25 66,[[55 64 62 60 58 56] 49 49 10]
O=C(OC[C@](OCn1c2N=C(N)NC(=O)c2nc1)CO)[C@@](NC(=O)[C@@](N)C(C)C)C(C)C,1,14,-6.4555731,2.180645,-35.227264,-70.16256,-7.5308495,-35.497547,-6.4555731,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0,1,[49 625 55 3 3.3],21 22,[49 49]
Fc1c(C(=O)N2CCN(C(=O)c3ccc(F)cc3)CC2)cc(CC2=NNC(=O)c3c2cccc3)cc1,1,151,-6.4464865,1.5325382,88.033325,-73.524582,-10.26832,-35.574867,-6.4464865,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0.81103516,1,[[] [] [] [] []],,[]
Clc1c(F)c(CN2[C@](C)C[C@@](C(=O)O)(Cc3c(F)ccc(Nc4n[nH]c(C)c4)n3)CC2)ccc1,1,44,-6.4461951,1.7600558,-58.147228,-81.642914,-9.3894777,-31.041643,-6.4461951,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,1.3320166,1,[[37 37 37 37 37 46 46 46 46 46 44 44 44 44 44 42 42 42 42 42 40 40 40 40 40 38 38 38 38 38] [1304 1308 1306 1303 1302 1304 1308 1306 1303 1302 1304 1308 1306 1303 1302 1304 1308 1306 1303 1302 1304 1308 1306 1303 1302 1304 1308 1306 1303 1302] [96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96] [10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10] [1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005]],,[]
Clc1ccc(C[C@@]2N(C3CCN(c4[nH]nc(N)n4)CC3)C[C@](C)OC2)cc1,1,71,-6.4455233,1.2806991,-86.259422,-66.562828,-9.3881445,-34.833374,-6.4455233,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,2.8954897,1,[[27 46 26] [3173 940 566] [20202 72 51] [5 1 2] [4.1 0.5 2.3]],40 50 20 4 11,[26 26 46 27 27]
Fc1c(C(=O)N2CCN(C(=O)c3ccc(F)cc3)CC2)cc(CC2=NNC(=O)c3c2cccc3)cc1,1,151,-6.445435,1.8569229,87.417816,-71.226288,-9.6605167,-33.913044,-6.445435,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0.00031738711,1,[[] [] [] [] []],,[]
Clc1c(F)c([C@@]2[C@@]3(N(CC4CC4)[C@@]4[C@]2n2nc5c(C)c(C(=O)O)ccc5c2C4)C(=O)Nc2c3ccc(Cl)c2)ccc1,1,146,-6.4415898,1.6792632,236.84947,-52.22403,-9.7290535,-34.500603,-6.4415898,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,2.7348251,1,[[42 9 9 9 9 9 9] [3173 849 852 856 858 854 850] [20202 67 67 67 67 67 67] [5 10 10 10 10 10 10] [0.8 0.5 0.5 0.5 0.5 0.5 0.5]],19 4,[[9 9 9 9 9 9] 42]
Fc1c(-c2cc(F)c3nc(C)n(C4CC4)c3c2)nc(Nc2nc3c(cc2)CN(CCN(C)C)CC3)nc1,1,112,-6.4412408,1.6343328,133.18665,-66.83876,-10.160098,-30.279911,-6.4412408,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,2.5261476,1,[[48 48 48 48 48 48] [849 852 856 858 854 850] [67 67 67 67 67 67] [10 10 10 10 10 10] [0.9 0.9 0.9 0.9 0.9 0.9]],19,[[48 48 48 48 48 48]]
Fc1c(C)nc(Nc2nc(Nc3nn(C)c(C)c3)c(N3C[C@@](C)N(C)CC3)cn2)cc1C1CC1,1,69,-6.4398041,1.1458062,58.879833,-89.545876,-9.5497541,-30.903727,-6.4398041,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,3.0947583,1,[[48 48 48 48 48 48] [849 852 856 858 854 850] [67 67 67 67 67 67] [10 10 10 10 10 10] [1 1 1 1 1 1]],19 67,[[48 48 48 48 48 48] [48 48 48 48 48 48]]
S(=O)(=O)(N1C[C@]2(C(=O)c3ncccc3)C(=Cc3n(-c4ccc(F)cc4)ncc3C2)CC1)c1ccc(C(F)(F)F)cc1,1,47,-6.4397163,1.2564967,190.2323,-42.530308,-9.3788157,-32.590672,-6.4397163,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,2.8157494,1,[[4 3 3 3 3 3 12 12 12 12 12 10 10 10 10 10 8 8 8 8 8 6 6 6 6 6 4 4 4 4 4] [3173 1306 1308 1304 1302 1303 1306 1308 1304 1302 1303 1306 1308 1304 1302 1303 1306 1308 1304 1302 1303 1306 1308 1304 1302 1303 1306 1308 1304 1302 1303] [20202 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96] [5 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10] [0.6 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005]],4,4
O=C(O)C(O)CCCCCC/C=C\CCCCCCCC,1,100,-6.4393935,1.0117148,32.822933,-73.256393,-9.8982267,-30.686836,-6.4393935,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0.82143378,1,[[] [] [] [] []],,[]
