mol,rseq,mseq,S,rmsd_refine,E_conf,E_place,E_score1,E_refine,E_score2,$File,E_orig,Rec_index,PLIF_raw,FP:PLIF,PLIF_ligidx
Clc1ccc(C2(O)CC[N+]([O-])(CCC(C(=O)N(C)C)(c3ccccc3)c3ccccc3)CC2)cc1,1,548,-6.3742313,1.7840296,35.738255,-64.726761,-8.8979187,-35.127846,-6.3742313,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,1.042441,1,[21 3174 20203 5 0.6],7,21
O=C(O)/C=C(\C(=C\C=C(\C=C\C=1C(C)(C)CCCC=1C)/C)\c1cc(C(=O)O)ccc1)/C,1,485,-6.3736534,2.2310133,-52.105366,-53.941532,-8.842659,-31.549742,-6.3736534,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,2.4799664,1,[[] [] [] [] []],,[]
Clc1c(Cl)ccc(CC(=O)N(C)[C@@]2[C@@](N3CCCC3)C[C@@]3(OCCC3)CC2)c1,1,338,-6.3730788,2.0785823,44.040089,-70.657448,-9.1911507,-29.4513,-6.3730788,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,0.99923921,1,[[] [] [] [] []],,[]
ClC1=C(NCc2ccc(C(=O)Nc3cnccc3)cc2)C(=O)c2c(C1=O)cccc2,1,951,-6.372921,1.3049949,77.04834,-77.89576,-10.198168,-28.640326,-6.372921,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,1.7314453,1,[[15 45 43 20 18 16 5 5 5 5 5 13 13 13 13 13 12 12 12 12 12 10 10 10 10 10 8 8 8 8 8 6 6 6 6 6] [682 682 682 682 682 682 1308 1306 1303 1302 1304 1308 1306 1303 1302 1304 1308 1306 1303 1302 1304 1308 1306 1303 1302 1304 1308 1306 1303 1302 1304 1308 1306 1303 1302 1304] [58 58 58 58 58 58 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96] [10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10] [0.5 0.5 0.5 0.5 0.5 0.5 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005]],31,[[15 45 43 20 18 16]]
Clc1ccc(OCCCCCCN/C(=N/c2ccncc2)/NC#N)cc1,1,369,-6.3728876,3.1481397,-189.80124,-47.428955,-7.9566398,-35.37077,-6.3728876,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,3.2920535,1,[[3 17] [3173 3173] [20202 20202] [5 5] [6 4.9]],4 9,[[3 17] [3 17]]
O=C(CC/C=C(/CC/C=C(/CC/C=C(/CC/C=C(\C)/C)\C)\C)\C)C,1,750,-6.3724561,2.7147765,-31.915375,-73.182571,-9.4963703,-30.41353,-6.3724561,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,0.038421631,1,[[33 33 33 33 33 33] [849 852 856 858 854 850] [67 67 67 67 67 67] [10 10 10 10 10 10] [0.6 0.6 0.6 0.6 0.6 0.6]],5,[[33 33 33 33 33 33]]
O=C1N(c2ncc(C(O)(C)C)nc2)C[C@@]2(O1)C[C@](Cn1c3c(nc1)ccc(C#N)c3)(C)CCC2,1,773,-6.3719072,1.8272096,28.373363,-104.74261,-10.31268,-35.65052,-6.3719072,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,1.452931,1,[10 818 65 2 1.4],27,10
O=C(CO)[C@]1(O)[C@]2(C)[C@]([C@]3[C@@]([C@]4(C)C([C@@](C)C3)=CC(=O)C=C4)C(=O)C2)CC1,1,362,-6.3714604,1.2368436,69.559647,-79.285751,-8.7240038,-30.175034,-6.3714604,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,2.3886719,1,[[33 37 49] [932 756 3174] [72 62 20203] [3 1 5] [1.3 0.7 0.5]],15 11 7,[37 33 49]
Fc1ccc([C@](NC=2S/C(=C\c3oc(CC)cc3)/C(=O)N=2)c2[nH]nnn2)cc1,1,68,-6.3712878,1.2740824,-50.283451,-65.585449,-9.0912161,-34.129623,-6.3712878,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,0,1,[[23 32 30 28 26 24] [607 607 607 607 607 607] [54 54 54 54 54 54] [10 10 10 10 10 10] [0.8 0.8 0.8 0.8 0.8 0.8]],3,[[23 32 30 28 26 24]]
O=C(Nc1c(C(C)(C)C)cc(C(C)(C)C)c(O)c1)C=1C(=O)c2c(NC=1)cccc2,1,636,-6.3707805,1.3394819,-63.485298,-61.995441,-8.7006302,-30.643162,-6.3707805,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,1.5573227,1,[[31 48] [606 3174] [54 20203] [3 5] [1.9 2.3]],1 2 7 8,[31 31 48 48]
O=C(O[C@@]1[C@]2(C)[C@]([C@]3[C@@]([C@]4(C)C(=CC(=O)CC4)CC3)CC2)CC1)CCCCCCCCC,1,764,-6.3704371,2.0880589,23.647953,-50.519955,-8.415576,-34.364506,-6.3704371,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,0.18519308,1,[[] [] [] [] []],,[]
O=C(O)[C@@](NC(=O)[C@@](NC(=O)CN)Cc1nc[nH]c1)CCCCN,1,203,-6.3693581,1.6539257,23.140455,-71.691742,-10.437031,-31.499039,-6.3693581,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,0.61375618,1,[30 932 72 3 1.5],11 12,[30 30]
S(=O)(=O)(N)c1cc2c(c(C(=O)NN)[nH]c2cc1)-c1ccccc1,1,22,-6.3685269,1.5598952,32.709553,-81.675568,-10.605808,-34.781052,-6.3685269,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,0,1,[[9 18 1 1 1 1 1] [3174 932 1302 1304 1308 1306 1303] [20203 72 96 96 96 96 96] [5 3 10 10 10 10 10] [1.9 0.7 1.6 1.6 1.6 1.6 1.6]],11 13 14 7 8,[18 [1 1 1 1 1] [1 1 1 1 1] 9 9]
Clc1ccc(OCCCCCCN/C(=N/c2ccncc2)/NC#N)cc1,1,369,-6.36795,2.3414612,-184.19279,-49.613251,-8.1322851,-30.051559,-6.36795,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,3.8326876,1,[[19 17 17 17 17 17 38 47 45 43 41 39] [3174 1302 1303 1306 1308 1304 563 563 563 563 563 563] [20203 96 96 96 96 96 51 51 51 51 51 51] [5 10 10 10 10 10 10 10 10 10 10 10] [0.5 0.7 0.7 0.7 0.7 0.7 0.8 0.8 0.8 0.8 0.8 0.8]],16 13 7,[[38 47 45 43 41 39] [17 17 17 17 17] 19]
[As](SCCN)(SCCN)c1ccc(Nc2nc(N)nc(N)n2)cc1,1,238,-6.3677874,1.8992928,-347.60001,-52.222424,-8.7175417,-35.913208,-6.3677874,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,0,1,[[1 33 38 33 33 33 33 33 30 41 37 36 32 31 22 44 42 27 25 23] [940 1245 3173 1304 1308 1306 1303 1302 612 612 612 612 612 612 1248 1248 1248 1248 1248 1248] [72 93 20202 96 96 96 96 96 54 54 54 54 54 54 93 93 93 93 93 93] [1 3 5 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10] [0.5 0.9 4 0.7 0.7 0.7 0.7 0.7 1.3 1.3 1.3 1.3 1.3 1.3 0.5 0.5 0.5 0.5 0.5 0.5]],3 29 23 20 6 13 4 9,[[30 41 37 36 32 31] [30 41 37 36 32 31] 1 33 [22 44 42 27 25 23] [33 33 33 33 33] 38 38]
O=C(O)[C@@](NC(=O)[C@@](NC(=O)CN)Cc1nc[nH]c1)CCCCN,1,203,-6.3675995,1.7899966,19.021866,-53.46048,-8.8362141,-31.212296,-6.3675995,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,0.01043129,1,[[] [] [] [] []],,[]
Clc1c(Cc2ccc(OC3C[C@]4[C@@](C3)C4)cc2)cc([C@]2[C@](O)[C@@](O)[C@](O)[C@@](CO)O2)cc1,1,795,-6.3675818,1.652265,228.53497,-89.285187,-9.6235628,-32.011215,-6.3675818,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,2.2338898,1,[[] [] [] [] []],,[]
O=C(CCc1ccc(O)cc1)c1c(O[C@]2[C@](O)[C@@](O)[C@](O)[C@@](CO)O2)cc(O)cc1O,1,846,-6.3668084,1.1556913,41.249161,-77.141479,-9.2065525,-35.34127,-6.3668084,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,1.3168349,1,[[54 46 46 46 46 46 46] [686 849 852 856 858 854 850] [58 67 67 67 67 67 67] [3 10 10 10 10 10 10] [0.8 1.4 1.4 1.4 1.4 1.4 1.4]],19 5 25,[54 [46 46 46 46 46 46] [46 46 46 46 46 46]]
O=C(N(c1ccccc1)C1(C(=O)OC)CCN(CCc2ccccc2)CC1)CC,1,668,-6.3666883,1.0807592,15.235826,-71.513802,-8.9723883,-31.796127,-6.3666883,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,1.644043,1,[[] [] [] [] []],,[]
O=C(Nc1c(C(=O)N)c2c(C(C)(C)OC(C)(C)C2)s1)c1n[nH]cc1,1,855,-6.3663206,1.3881177,-17.413168,-66.586464,-8.9771767,-33.366646,-6.3663206,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,1.8174005,1,[[21 21 21 21 21 21 28 28 28 28 28 28 26 26 26 26 26 26 24 24 24 24 24 24 22 22 22 22 22 22] [849 852 856 858 854 850 849 852 856 858 854 850 849 852 856 858 854 850 849 852 856 858 854 850 849 852 856 858 854 850] [67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67] [10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10] [1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005]],,[]
Fc1c(Nc2ncnc3c2cc(O[C@]2C(F)(F)CN(C)CC2)c(OC)c3)cccc1C#C,1,964,-6.3658643,1.8112426,48.665257,-94.15284,-9.6424809,-34.759781,-6.3658643,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,2.9145663,1,[[14 15 16 18 19 51] [757 757 757 757 757 757] [62 62 62 62 62 62] [10 10 10 10 10 10] [0.6 0.6 0.6 0.6 0.6 0.6]],22,[[14 15 16 18 19 51]]
O([C@]1[C@](O)[C@@](NC)C[C@@](N)[C@@]1O)[C@@]1O[C@](CO)[C@](O)[C@@]2OC3([C@](O)[C@@](O)[C@@](O)[C@@]([C@@](N)CO)O3)O[C@]12,1,236,-6.365736,1.4118056,220.0864,-103.95155,-9.0921717,-31.921682,-6.365736,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,0,1,[[64 14 14 14 14 14 14] [3174 849 852 856 858 854 850] [20203 67 67 67 67 67 67] [5 10 10 10 10 10 10] [0.7 0.5 0.5 0.5 0.5 0.5 0.5]],5 7,[[14 14 14 14 14 14] 64]
Oc1cc2c(OC(CC/C=C(/CC/C=C(/CC/C=C(\C)/C)\C)\C)(C)CC2)cc1,1,330,-6.3648725,2.131562,-45.810005,-46.45982,-9.3065767,-31.397932,-6.3648725,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,0.63797718,1,[[] [] [] [] []],,[]
O=C(N[C@@]1C(=O)N2C(C(=O)O)=C([C@]3OCCC3)CS[C@]12)/C(=N\OC)/c1nc(N)sc1,1,234,-6.3648577,2.5941765,44.120907,-71.363533,-9.0808764,-32.584377,-6.3648577,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,2.770278,1,[44 606 54 3 1.6],1 2,[44 44]
O=[N+]([O-])c1sc(/N=N/c2c(C)cc(N(CCO)CC)cc2)nc1,1,504,-6.3647509,0.93357593,38.231613,-74.459831,-10.585898,-32.547119,-6.3647509,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,2.8008158,1,[15 756 62 1 1.4],15,15
O(C)C=1C(=O)C(C/C=C(/CC/C=C(\C)/C)\C)=C(C)C(=O)C=1OC,1,50,-6.3640184,1.2151184,63.718353,-62.744144,-7.8928003,-31.296995,-6.3640184,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,0.51525879,1,[[] [] [] [] []],,[]
O=C1N2c3c4c(ccc(Oc5c(C#N)ccc(c5)Cn5c(cnc5)CN[C@@]1CC2)c4)ccc3,1,37,-6.3638463,1.4330117,93.176247,-79.077957,-9.7970905,-27.273825,-6.3638463,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,0,1,[[47 43 43 43 43 43 49 49 49 49 49 47 47 47 47 47 46 46 46 46 46 44 44 44 44 44] [3173 1306 1308 1304 1302 1303 1306 1308 1304 1302 1303 1306 1308 1304 1302 1303 1306 1308 1304 1302 1303 1306 1308 1304 1302 1303] [20202 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96] [5 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10] [0.9 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005]],4,47
O=C1N(c2ncc(C(O)(C)C)nc2)C[C@@]2(O1)C[C@](Cn1c3c(nc1)ccc(C#N)c3)(C)CCC2,1,773,-6.3636518,2.8622313,26.841967,-70.851776,-10.185993,-31.887333,-6.3636518,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,3.2939422,1,[[] [] [] [] []],,[]
FC(F)Oc1cnc(C(=O)Nc2nc([C@@]34N=C(N)SC[C@@]3C[C@](C)OC4)sc2)cc1,1,626,-6.3630099,1.4599375,-41.341522,-69.697418,-10.164281,-31.372932,-6.3630099,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,2.8632813,1,[25 3174 20203 5 2.9],7 8,[25 25]
S(=O)(=O)(N[C@@]1[C@@]([C@@](C=O)CC)N(C(=O)[C@@](NC(=O)OC(C)(C)C)C(C)C)CC1)C,1,8,-6.3586121,2.9285123,-97.697937,-72.866104,-8.4554329,-31.19997,-6.3586121,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,1.4514806,1,[[] [] [] [] []],,[]
O(CCO)c1c(C)cc(C2=NC(=O)c3c(OC)cc(OC)cc3N2)cc1C,1,273,-6.3585858,1.916373,-21.801981,-53.224442,-9.3922844,-33.657276,-6.3585858,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,0,1,[36 3173 20202 5 3],4 9,[36 36]
ClC1=C(NCc2ccc(C(=O)Nc3cnccc3)cc2)C(=O)c2c(C1=O)cccc2,1,951,-6.3583069,1.4619054,78.56488,-79.890289,-9.7988806,-29.420086,-6.3583069,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,3.1601563,1,[[5 5 5 5 5 13 13 13 13 13 12 12 12 12 12 10 10 10 10 10 8 8 8 8 8 6 6 6 6 6] [1302 1304 1308 1306 1303 1302 1304 1308 1306 1303 1302 1304 1308 1306 1303 1302 1304 1308 1306 1303 1302 1304 1308 1306 1303 1302 1304 1308 1306 1303] [96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96] [10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10] [1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005]],,[]
O=C(N(c1ccccc1)[C@]1[C@@](CC=C)CN(CCc2ccccc2)CC1)CC,1,167,-6.3573461,1.2556851,-6.4143362,-58.687065,-8.39464,-30.958982,-6.3573461,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,3.3306923,1,[[43 43 43 43 43] [1308 1306 1303 1302 1304] [96 96 96 96 96] [10 10 10 10 10] [1.6 1.6 1.6 1.6 1.6]],13 14,[[43 43 43 43 43] [43 43 43 43 43]]
O=C(O[C@@]([C@@](NC)C)c1ccccc1)CCC(=O)C,1,759,-6.3560705,1.844491,-1.7788399,-48.588165,-7.9265084,-28.172235,-6.3560705,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,1.5121492,1,[[30 39 37 35 33 31] [612 612 612 612 612 612] [54 54 54 54 54 54] [10 10 10 10 10 10] [0.7 0.7 0.7 0.7 0.7 0.7]],3,[[30 39 37 35 33 31]]
[S@](=O)(=N)(C)C1(c2nc(-c3c4c([nH]cc4)cnc3)nc(N3[C@](C)COCC3)c2)CC1,1,597,-6.3553691,0.84070283,117.36046,-79.449677,-9.0383358,-34.530426,-6.3553691,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,3.1903596,1,[[] [] [] [] []],,[]
FC(F)(F)CN1S(=O)(=O)N[C@]2([C@]3Cc4c(ccc(/C=C/CN5CCC(C(F)(F)F)CC5)c4)C[C@@]2CC3)C1,1,900,-6.3550358,1.4815658,12.019028,-104.29482,-13.472425,-30.383423,-6.3550358,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,1.3125,1,[4 756 62 1 4.1],15 30,[4 4]
O=C(Nc1c(C(C)(C)C)cc(C(C)(C)C)c(O)c1)C=1C(=O)c2c(NC=1)cccc2,1,636,-6.3545899,2.3622854,-65.082092,-65.655464,-8.9431543,-34.143475,-6.3545899,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,2.6202734,1,[[48 33 42 40 38 36 34] [3174 933 933 933 933 933 933] [20203 72 72 72 72 72 72] [5 10 10 10 10 10 10] [2.8 0.6 0.6 0.6 0.6 0.6 0.6]],38 7 8,[[33 42 40 38 36 34] 48 48]
Clc1c(Cl)ccc(CC(=O)N(C)[C@@]2[C@@](N3CCCC3)C[C@@]3(OCCC3)CC2)c1,1,338,-6.3541923,1.2976435,44.307316,-67.168159,-8.7273149,-28.056646,-6.3541923,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,0,1,[17 940 72 1 1.2],23,17
O=[N+]([O-])c1cc([C@@]2C(C(=O)OC)=C(C)NC(C)=C2C(=O)O[C@]2CN(Cc3ccccc3)CCC2)ccc1,1,179,-6.3538542,1.4276456,19.229618,-36.18766,-9.8156071,-31.154169,-6.3538542,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,3.4686682,1,[14 3173 20202 5 5.7],4 9,[14 14]
Clc1c(c(Cl)ccc1)C=1C(=O)N(C)C2=NC(=Nc3ccc(N4CCOCC4)cc3)NC=C2C=1,1,920,-6.3532109,1.5320474,-55.490799,-102.38802,-9.7958574,-25.158466,-6.3532109,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,0,1,[[36 36 36 36 36] [1304 1308 1306 1303 1302] [96 96 96 96 96] [10 10 10 10 10] [0.5 0.5 0.5 0.5 0.5]],13,[[36 36 36 36 36]]
O(CCO)c1c(C)cc(C2=NC(=O)c3c(OC)cc(OC)cc3N2)cc1C,1,273,-6.3530569,1.4646482,-23.663538,-89.986046,-9.3807507,-33.571209,-6.3530569,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,2.7484882,1,[[] [] [] [] []],,[]
O(CCCc1onc(C)c1)c1c(C)cc(-n2nc(C)nn2)cc1C,1,72,-6.3513503,1.4830256,21.101116,-53.337154,-9.2483549,-32.295547,-6.3513503,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,1.8795456,1,[[] [] [] [] []],,[]
F[C@@]1C=2[C@@](C)([C@]3[C@@](O)C[C@]4(C)[C@@](O)(C(=O)COC(=O)C)CC[C@]4[C@@]3C1)C=CC(=O)C=2,1,539,-6.3512645,1.7916784,27.033541,-92.893524,-9.6674824,-33.25172,-6.3512645,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,2.7929633,1,[[] [] [] [] []],,[]
Brc1cc(F)cc([C@](NC(=O)c2c(F)cc(-c3c(N)ncc([C@@]4C[C@](F)[C@@](O)CC4)n3)cc2)CNC)c1,1,996,-6.3512549,1.7819195,71.858948,-75.719238,-9.8934698,-30.671452,-6.3512549,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,0.39186135,1,[[] [] [] [] []],,[]
Brc1c(NC)cc(OC)c(C(=O)N[C@]2CN(CC)CCN(C)C2)c1,1,177,-6.3512321,1.0170002,66.214851,-61.913605,-7.7160525,-31.677868,-6.3512321,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,0.78691918,1,[[37 37 37 37 37 29 43 41 34 32 30] [1302 1304 1308 1306 1303 1246 1246 1246 1246 1246 1246] [96 96 96 96 96 93 93 93 93 93 93] [10 10 10 10 10 10 10 10 10 10 10] [1.3 1.3 1.3 1.3 1.3 0.5 0.5 0.5 0.5 0.5 0.5]],6 13 14,[[29 43 41 34 32 30] [37 37 37 37 37] [37 37 37 37 37]]
O=C(Nc1ccc(CN2CCN(C)CC2)cc1)c1c(Nc2ncnc3[nH]ccc23)c[nH]n1,1,985,-6.3511486,2.0384338,121.81309,-84.260109,-11.122274,-28.520939,-6.3511486,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,3.9101315,1,[[40 40 40 40 40 47 47 47 47 47 45 45 45 45 45 43 43 43 43 43 41 41 41 41 41 35 35 35 35 35 47 47 47 47 47 40 40 40 40 40 39 39 39 39 39 37 37 37 37 37 36 36 36 36 36] [1304 1308 1306 1303 1302 1304 1308 1306 1303 1302 1304 1308 1306 1303 1302 1304 1308 1306 1303 1302 1304 1308 1306 1303 1302 1304 1308 1306 1303 1302 1304 1308 1306 1303 1302 1304 1308 1306 1303 1302 1304 1308 1306 1303 1302 1304 1308 1306 1303 1302 1304 1308 1306 1303 1302] [96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96] [10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10] [1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005]],,[]
O=C(CCN1C(=O)C(c2ccccc2)=Nc2c1cccc2)N1[C@](C(=O)N2CCCC2)CCC1,1,94,-6.3511033,1.149515,91.968765,-79.314323,-9.7456217,-28.889999,-6.3511033,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,3.3354492,1,[[] [] [] [] []],,[]
O=C(N(c1ccccc1)C1C(C)CN(CCc2ccccc2)C(C)C1)CC,1,171,-6.350811,1.4263828,-13.658247,-61.757706,-8.7850714,-31.668423,-6.350811,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,3.9792259,1,[[5 5 5 5 5] [1302 1304 1308 1306 1303] [96 96 96 96 96] [10 10 10 10 10] [0.7 0.7 0.7 0.7 0.7]],13,[[5 5 5 5 5]]
SC[C@](NCCN[C@](C(=O)OCC)CS)C(=O)OCC,1,196,-6.3497548,1.3730564,124.00076,-58.069561,-7.9513292,-32.312168,-6.3497548,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,2.9853516,1,[[38 38 38 38 38 38] [849 852 856 858 854 850] [67 67 67 67 67 67] [10 10 10 10 10 10] [1 1 1 1 1 1]],5 25,[[38 38 38 38 38 38] [38 38 38 38 38 38]]
Fc1c([N+](=O)[O-])cc(/C=C\2/C(=O)/C(=C/c3cc([N+](=O)[O-])c(F)cc3)/CCN(C(=O)C=C)C/2)cc1,1,772,-6.3492327,2.2044506,23.699394,-54.410461,-10.723081,-31.322975,-6.3492327,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,0,1,[[18 18 18 18 18 29 29 29 29 29 25 25 25 25 25 23 23 23 23 23 21 21 21 21 21 19 19 19 19 19] [1306 1308 1304 1302 1303 1306 1308 1304 1302 1303 1306 1308 1304 1302 1303 1306 1308 1304 1302 1303 1306 1308 1304 1302 1303 1306 1308 1304 1302 1303] [96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96] [10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10] [1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005]],,[]
Clc1c(OCCCCCCCc2onc(C)c2)ccc(C=2OC[C@](C)N=2)c1,1,79,-6.3478703,1.2656786,39.930584,-58.659874,-8.5610294,-32.787712,-6.3478703,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,3.1412725,1,[[39 39 39 39 39 39] [849 852 856 858 854 850] [67 67 67 67 67 67] [10 10 10 10 10 10] [0.7 0.7 0.7 0.7 0.7 0.7]],5,[[39 39 39 39 39 39]]
Clc1ccc(/C=C/S(=O)(=O)N2CCN(CC3CCN(c4ccncc4)CC3)CC2)cc1,1,102,-6.3477316,1.4799719,17.503275,-87.1427,-9.6566267,-30.74077,-6.3477316,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,2.7714844,1,[[] [] [] [] []],,[]
Oc1c2c(OC(CC/C=C(\C)/C)(C)C=C2)cc(CCCCC)c1,1,573,-6.3471551,0.88719296,-17.09094,-63.49361,-8.7031345,-29.048746,-6.3471551,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,0.78617948,1,[[17 25 24 23 20 18 17 25 24 23 20 18] [607 607 607 607 607 607 612 612 612 612 612 612] [54 54 54 54 54 54 54 54 54 54 54 54] [10 10 10 10 10 10 10 10 10 10 10 10] [1 1 1 1 1 1 0.6 0.6 0.6 0.6 0.6 0.6]],3 29,[[17 25 24 23 20 18 17 25 24 23 20 18] [17 25 24 23 20 18]]
O=C(CC/C=C(/CC/C=C(/CC/C=C(/CC/C=C(\C)/C)\C)\C)\C)C,1,750,-6.347054,1.0382792,-32.913277,-57.846249,-8.9801159,-32.051907,-6.347054,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,0.038421631,1,[[10 10 10 10 10] [1302 1303 1306 1308 1304] [96 96 96 96 96] [10 10 10 10 10] [0.6 0.6 0.6 0.6 0.6]],13,[[10 10 10 10 10]]
